41795.4581961.0.997142061861
41795.4582058.0.99730535147
41795.4582286.0.996499107727
41795.4582363.0.996591014942
41795.4582467.0.996510420273
41795.4582624.0.996465720651
41795.4582707.0.996489332611
41795.4582811.0.996561196103
41795.4582955.0.919215643303
41795.4583037.0.862746946442
41795.4583115.0.871623129609
41795.4583293.0.85881695904
41795.4583387.0.86074699336
41795.4583467.0.866873439923
41795.4583644.0.850756236812
41795.4583729.0.871460262779
41795.4583824.0.838671186961
41795.4583988.0.806918019205
41795.4584072.0.798718742058
41795.4584153.0.809160747782
41795.4584331.0.835300223401
41795.4584415.0.82996693915
41795.45845.0.838287949677
41795.4584717.0.761674454577
41795.4584805.0.764514253358
41795.4584923.0.769726591139
41795.4585069.0.822342526052
41795.4585157.0.829914068682
41795.4585341.0.810798348418
41795.4585423.0.840935652177
41795.4585511.0.83471178715
41795.4585676.0.764390593603
41795.4585764.0.824023356587
41795.4585855.0.805188366498
41795.4586021.0.844488208641
41795.4586113.0.815754179456
41795.4586204.0.82049996337
41795.4586372.0.840631666956
41795.4586527.0.832893123845
41795.4586637.0.825270313118
41795.4586787.0.720535190138
41795.4586877.0.760880290608
41795.4586989.0.805011975352
41795.4587141.0.834155983386
41795.4587231.0.833290141498
41795.4587439.0.82230572759
41795.4587533.0.803638571239
41795.4587623.0.804960962623
41795.4587869.0.804306548571
41795.4587961.0.831450828302
41795.4588134.0.830065567609
41795.4588226.0.822013824691
41795.4588321.0.832423534513
41795.458851.0.82207718815
41795.458861.0.815989103911
41795.458872.0.818131934245
41795.4588884.0.81756019435
41795.458898.0.832232844405
41795.458916.0.820338706336
41795.4589261.0.807456026165
41795.4589361.0.837229093454
41795.4589545.0.760155858077
41795.4589652.0.830041964807
41795.4589842.0.887191136577
41795.4590005.0.913683958396
41795.459013.0.929216927579
41795.4590297.0.939730468044
41795.4590399.0.940094079752
41795.4590589.0.947792136005
41795.4590684.0.943132367295
41795.4590802.0.951959000533
41795.4590976.0.950165637925
41795.4591079.0.949704839348
41795.459127.0.950833433286
41795.4591381.0.950523057814
41795.4591558.0.94941016228
41795.4591737.0.950949600882
41795.4591859.0.948966997723
41795.459203.0.950246908482
41795.4592144.0.950861758678
41795.4592341.0.948840482076
41795.4592448.0.950202982227
41795.4592657.0.949795900553
41795.4592761.0.95007878168
41795.4592948.0.95116698506
41795.4593061.0.952121192334
41795.4593172.0.951832976364
41795.4593442.0.951389980753
41795.4593584.0.952881138415
41795.4593764.0.953094169867
41795.459388.0.952750906822
41795.4594086.0.952585185136
41795.4594202.0.952165382173
41795.4594396.0.953169151211
41795.4594516.0.953299296723
41795.4594715.0.952553172762
41795.4594903.0.95242530365
41795.4595107.0.952462856022
41795.4595217.0.952579981409
41795.459543.0.95299431429
41795.4595545.0.952872803436
41795.4595675.0.952087182394
41795.4595852.0.95205599322
41795.4595986.0.952488877502
41795.4596172.0.95346488325
41795.4596288.0.953685085659
41795.4596491.0.950605013518
41795.4596612.0.952109762574
41795.4596832.0.952145029718
41795.4597005.0.81970691638
41795.4597214.0.817900131353
41795.4597336.0.819439900317
41795.4597546.0.808552868782
41795.4597662.0.80835038502
41795.4597871.0.792819636229
41795.4598051.0.813110556706
41795.4598266.0.817877585112
41795.4598389.0.780661549775
41795.4598605.0.805408061091
41795.4598731.0.803708119724
41795.4598942.0.780785650591
41795.4599065.0.791817513365
41795.4599283.0.779655509959
41795.4599417.0.798223850276
41795.4599691.0.776034409106
41795.4599834.0.787675859752
41795.4600022.0.772224902402
41795.4600167.0.781702873402
41795.4600353.0.772905467827
41795.4600487.0.775525684404
41795.4600705.0.742399562802
41795.4600842.0.785539891142
41795.4601047.0.771453528727
41795.4601179.0.767799678486
41795.4601449.0.769568968556
41795.4601602.0.73129182591
41795.4601798.0.752150993772
41795.4601953.0.762050257854
41795.4602142.0.768175578589
41795.4602285.0.775846761511
41795.4602491.0.764213813434
41795.4602642.0.757546766527
41795.4602834.0.760214115208
41795.4602991.0.747129385032
41795.4603189.0.764545162618
41795.4603344.0.759305683608
41795.4603542.0.740778481906
41795.4603785.0.798902196623
41795.4604.0.880642042061
41795.46042.0.893210630312
41795.4604361.0.89604913481
41795.4604551.0.89443797529
41795.4604707.0.903356652633
41795.4604907.0.907166242862
41795.4605071.0.909207235946
41795.4605267.0.907951461877
41795.4605426.0.912153375671
41795.4605687.0.911358156342
41795.4605909.0.910000574486
41795.460608.0.913175009209
41795.4606286.0.915171762456
41795.4606439.0.914584328034
41795.4606654.0.91400241272
41795.460681.0.914461165096
41795.4607016.0.914230628674
41795.4607185.0.915096426242
41795.4607386.0.9151762761
41795.4607603.0.915673484225
41795.460776.0.91584810977
41795.4608042.0.913518118949
41795.4608202.0.915946094654
41795.4608419.0.916195305713
41795.4608663.0.916578252687
41795.4608809.0.916037466662
41795.4609042.0.91666479432
41795.4609223.0.916960326347
41795.4609448.0.917165660725
41795.4609705.0.917834156633
41795.4609892.0.917638542486
41795.4610112.0.917834367596
41795.4610305.0.917829011772
41795.4610536.0.918209823301
41795.4610778.0.91828219148
41795.4610955.0.918280547975
41795.4611168.0.917213572094
41795.4611338.0.811727397449
41795.4611555.0.761989712986
41795.4611774.0.746359002395
41795.4611925.0.736882010356
41795.4612159.0.739685680236
41795.461233.0.731623231944
41795.4612553.0.723908003744
41795.4612719.0.73387418554
41795.4613018.0.728897235107
41795.4613236.0.724634121961
41795.4613411.0.7176361534
41795.4613629.0.717215051354
41795.4613877.0.708250460257
41795.4614048.0.70524828051
41795.4614275.0.709556078671
41795.4614446.0.728987235811
41795.4614666.0.713893895471
41795.4614911.0.715456468942
41795.4615156.0.708477986374
41795.4615378.0.664319123756
41795.4615609.0.684682017439
41795.4615796.0.695408044601
41795.4616052.0.696207217777
41795.4616314.0.698699893105
41795.46165.0.700179368921
41795.4616729.0.699921675218
41795.4616906.0.661954743431
41795.461712.0.690980788597
41795.4617373.0.685458538251
41795.4617614.0.688596654263
41795.4617783.0.660008089191
41795.4618023.0.665659899296
41795.4618189.0.746698057528
41795.4618499.0.831431267921
41795.4618748.0.842142673518
41795.4618937.0.849746955584
41795.4619162.0.847759508302
41795.4619422.0.846045667655
41795.4619615.0.852048158129
41795.461986.0.858901208402
41795.4620121.0.862860623016
41795.462038.0.860607462811
41795.4620558.0.858081309032
41795.4620816.0.863828180399
41795.4621071.0.868139081986
41795.4621302.0.869087749941
41795.4621565.0.871418993624
41795.4621748.0.871622649701
41795.4622.0.872091014239
41795.4622413.0.872987028748
41795.4622649.0.874040419464
41795.4622909.0.874251568367
41795.4623098.0.873219191277
41795.4623352.0.876702433791
41795.4623603.0.876464859419
41795.4623862.0.876711064044
41795.4624112.0.875429186988
41795.4624371.0.877336507466
41795.4624652.0.876831823537
41795.4624899.0.877811495858
41795.4625175.0.877647815398
41795.4625429.0.876237657467
41795.462571.0.877669154536
41795.4625939.0.877736408875
41795.4626216.0.877128493827
41795.4626456.0.877252687649
41795.462669.0.879110715413
41795.4626879.0.880107474945
41795.4627148.0.878930968758
41795.4627415.0.87829679199
41795.4627679.0.880061623932
41795.4627927.0.879607632802
41795.4628198.0.880651450278
41795.462847.0.880150819044
41795.4628719.0.88113610033
41795.4628906.0.881833415948
41795.4629162.0.881963400393
41795.4629516.0.880536131357
41795.4629714.0.881588121058
41795.4629975.0.881156038673
41795.4630242.0.881100937055
41795.4630483.0.880999866607
41795.4630761.0.881340994317
41795.4631018.0.883376132656
41795.4631298.0.883901465705
41795.4631509.0.884030377701
41795.4631838.0.883434657783
41795.4632029.0.884662761235
41795.4632374.0.885216954657
41795.4632647.0.884054928991
41795.4632846.0.884383898381
41795.4633117.0.885147458849
41795.4633431.0.884906084048
41795.4633716.0.886145065285
41795.4633923.0.886084604874
41795.4634203.0.886534681863
41795.4634457.0.886567624375
41795.4634731.0.887451920056
41795.4634941.0.887950945191
41795.4635192.0.887056134659
41795.4635531.0.889308348766
41795.4635819.0.887556520285
41795.4636022.0.888629003445
41795.4636301.0.888722182807
41795.4636569.0.888962427603
41795.4636854.0.889597931973
41795.4637064.0.890119625598
41795.4637334.0.890377790182
41795.463759.0.890388409706
41795.4637953.0.890161014385
41795.463824.0.890748140576
41795.4638462.0.891651333206
41795.4638737.0.891979593863
41795.4639006.0.89133767019
41795.4639343.0.891876140998
41795.4639633.0.891770972431
41795.4639848.0.892255742944
41795.4640133.0.892630504242
41795.4640398.0.89223715084
41795.4640693.0.892787573221
41795.4640986.0.893222055968
41795.4641355.0.893573545013
41795.4641571.0.892893046991
41795.4641855.0.892782110017
41795.4642196.0.892831299192
41795.4642476.0.892323140991
41795.4642773.0.893226506616
41795.4643062.0.893879124668
41795.464343.0.89337387236
41795.4643664.0.893279565529
41795.4643949.0.892909194814
41795.4644216.0.892276380457
41795.4644566.0.893233115784
41795.4644887.0.893475459609
41795.4645196.0.893822620435
41795.4645522.0.894255935159
41795.4645872.0.893526764612
41795.4646101.0.892632205843
41795.464638.0.894017043225
41795.4646651.0.893825642383
41795.4646933.0.894140183628
41795.4647245.0.895033049239
41795.4647615.0.894748363741
41795.4647848.0.89518181303
41795.4648164.0.894982079467
41795.4648476.0.895269503397
41795.4648762.0.895151021261
41795.4649054.0.89454217372
41795.4649363.0.896202328238
41795.4649662.0.895233028579
41795.4650034.0.896497843038
41795.4650262.0.895328115055
41795.4650571.0.895178727212
41795.465093.0.894834454407
41795.4651235.0.895527739138
41795.4651514.0.895602093139
41795.4651815.0.895436378699
41795.4652198.0.895239306156
41795.4652508.0.895073410753
41795.4652804.0.895458545537
41795.4653079.0.895734564009
41795.46534.0.895747078316
41795.4653701.0.896294900147
41795.4654002.0.895982185997
41795.4654277.0.896059071951
41795.4654685.0.896009758398
41795.4654987.0.896731420451
41795.4655291.0.896688650157
41795.4655612.0.897212413928
41795.4655922.0.89657752865
41795.4656289.0.896523813126
41795.4656534.0.896440769103
41795.4656902.0.896594628601
41795.4657208.0.896729544041
41795.4657502.0.897007948099
41795.4657815.0.896471897886
41795.4658107.0.897366068129
